CO(GT),C6H6(GT),NOx(GT),NO2(GT),anomaly
-200.0,11.5,-200,-200,1
-200.0,11.8,-200,-200,1
-200.0,8.3,-200,-200,1
-200.0,7.9,-200,-200,1
-200.0,6.7,-200,-200,1
-200.0,4.6,-200,-200,1
-200.0,5.0,-200,-200,1
-200.0,5.3,-200,-200,1
-200.0,3.9,-200,-200,1
-200.0,2.9,-200,-200,1
-200.0,1.5,-200,-200,1
-200.0,0.8,-200,-200,1
-200.0,1.2,-200,-200,1
-200.0,2.9,-200,-200,1
-200.0,7.6,-200,-200,1
-200.0,20.7,-200,-200,1
-200.0,29.9,-200,-200,1
-200.0,20.1,-200,-200,1
-200.0,17.1,-200,-200,1
-200.0,19.4,-200,-200,1
-200.0,18.7,-200,-200,1
-200.0,15.8,-200,-200,1
-200.0,10.3,-200,-200,1
-200.0,7.9,-200,-200,1
-200.0,13.7,-200,-200,1
-200.0,19.7,-200,-200,1
-200.0,25.3,-200,-200,1
-200.0,23.9,-200,-200,1
-200.0,20.6,-200,-200,1
-200.0,12.3,-200,-200,1
-200.0,7.7,-200,-200,1
-200.0,9.0,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,5.8,-200,-200,1
-200.0,3.2,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,2.0,-200,-200,1
-200.0,3.7,-200,-200,1
-200.0,8.7,-200,-200,1
-200.0,27.0,-200,-200,1
-200.0,40.3,-200,-200,1
-200.0,20.0,-200,-200,1
-200.0,17.1,-200,-200,1
-200.0,11.0,-200,-200,1
-200.0,10.6,-200,-200,1
-200.0,10.5,-200,-200,1
-200.0,9.6,-200,-200,1
-200.0,9.3,-200,-200,1
-200.0,12.7,-200,-200,1
-200.0,19.8,-200,-200,1
-200.0,32.5,-200,-200,1
-200.0,33.6,-200,-200,1
-200.0,26.0,-200,-200,1
-200.0,16.4,-200,-200,1
-200.0,10.6,-200,-200,1
-200.0,7.1,-200,-200,1
-200.0,6.4,-200,-200,1
-200.0,4.6,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,2.2,-200,-200,1
-200.0,1.7,-200,-200,1
-200.0,2.2,-200,-200,1
-200.0,5.7,-200,-200,1
-200.0,13.8,-200,-200,1
-200.0,21.6,-200,-200,1
-200.0,26.1,-200,-200,1
-200.0,20.1,-200,-200,1
-200.0,15.4,-200,-200,1
-200.0,13.6,-200,-200,1
-200.0,11.1,-200,-200,1
-200.0,12.2,-200,-200,1
-200.0,17.5,-200,-200,1
-200.0,19.1,-200,-200,1
-200.0,27.1,-200,-200,1
-200.0,28.3,-200,-200,1
-200.0,35.0,-200,-200,1
-200.0,22.4,-200,-200,1
-200.0,13.5,-200,-200,1
-200.0,8.2,-200,-200,1
-200.0,7.8,-200,-200,1
-200.0,10.0,-200,-200,1
-200.0,6.6,-200,-200,1
-200.0,3.4,-200,-200,1
-200.0,2.8,-200,-200,1
-200.0,2.3,-200,-200,1
0.6,2.9,59,59,1
0.8,4.9,72,67,1
4.0,22.6,244,95,1
5.6,31.1,351,123,1
5.0,22.1,358,142,1
3.2,18.3,245,142,1
3.8,22.0,240,169,1
3.3,20.1,179,142,1
3.0,18.9,160,136,1
3.2,20.6,174,147,1
4.4,25.3,260,196,1
4.6,25.8,281,186,1
5.2,30.6,284,177,1
4.8,27.1,250,164,1
5.6,32.5,281,161,1
4.6,20.8,230,146,1
1.8,10.9,98,98,1
2.2,13.0,121,108,1
2.0,11.8,110,107,1
2.8,13.4,161,113,1
2.6,13.4,148,100,1
1.8,9.0,109,87,1
1.1,5.8,-200,-200,1
-200.0,3.8,45,60,1
0.7,3.7,71,65,1
0.9,5.7,75,64,1
1.5,10.0,106,73,1
2.5,15.0,166,86,1
3.0,15.6,188,105,1
2.6,12.3,161,107,1
2.6,14.4,139,114,1
2.6,14.6,134,105,1
1.9,8.7,84,74,1
2.0,11.0,98,95,1
1.7,9.0,91,89,1
1.9,10.7,99,95,1
1.8,9.9,90,93,1
2.8,15.7,147,123,1
3.5,19.4,177,134,1
3.4,16.8,162,126,1
2.0,6.8,88,79,1
1.1,3.0,53,54,1
1.3,3.2,68,69,1
1.2,3.1,61,67,1
1.3,3.9,71,73,1
1.0,3.6,63,73,1
1.3,4.5,-200,-200,1
-200.0,1.2,23,33,1
0.3,0.7,14,20,1
0.5,1.1,34,37,1
0.6,1.4,42,50,1
0.6,1.6,40,45,1
0.8,2.3,48,48,1
1.0,2.5,61,56,1
0.9,2.7,58,58,1
1.0,2.7,57,52,1
0.8,2.2,54,52,1
0.7,2.0,41,44,1
0.9,3.4,57,59,1
1.3,4.5,83,74,1
1.4,4.7,81,76,1
1.5,6.0,98,83,1
2.7,11.7,124,100,1
2.5,8.2,133,101,1
1.4,5.1,100,90,1
2.8,13.0,116,93,1
2.1,7.0,102,79,1
1.1,3.9,55,57,1
0.7,2.2,33,43,1
0.4,1.3,17,25,1
0.3,0.8,-200,-200,1
-200.0,0.6,10,17,1
0.4,1.2,35,44,1
0.8,3.4,70,72,1
1.9,7.5,116,91,1
2.1,8.9,134,89,1
1.4,5.3,113,84,1
1.4,5.4,110,83,1
1.3,5.2,98,78,1
1.5,6.6,96,80,1
1.6,6.9,95,75,1
1.3,5.4,86,77,1
1.4,6.0,86,77,1
1.5,6.4,91,81,1
2.2,10.7,119,101,1
3.2,13.9,147,119,1
3.0,12.5,135,111,1
2.6,9.3,124,109,1
1.6,6.7,89,101,1
1.5,5.3,79,89,1
1.2,4.0,63,75,1
0.8,2.2,39,51,1
0.7,1.7,25,39,1
0.5,1.6,19,32,1
0.5,1.5,-200,-200,1
-200.0,2.5,34,49,1
0.7,3.3,58,68,1
1.4,8.9,112,76,1
4.1,23.4,314,122,1
4.6,23.8,240,129,1
1.9,7.9,128,94,1
1.9,8.2,141,99,1
1.7,8.8,118,81,1
2.4,14.6,132,87,1
3.0,18.0,150,107,1
2.0,12.0,121,95,1
2.7,14.8,149,110,1
2.2,12.5,120,99,1
2.9,15.5,155,113,1
3.4,17.7,172,127,1
3.9,21.6,177,131,1
3.6,18.9,181,137,1
2.5,12.5,135,122,1
1.8,8.8,99,100,1
2.0,10.9,111,108,1
1.3,8.0,72,83,1
1.0,4.4,54,74,1
0.6,2.8,41,64,1
0.6,2.7,-200,-200,1
-200.0,2.2,24,40,1
0.5,2.5,29,39,1
1.1,7.5,76,69,1
5.5,30.4,321,104,1
4.2,22.0,274,100,1
4.6,24.7,322,146,1
3.4,18.4,255,155,1
2.8,16.8,196,139,1
2.5,14.2,136,121,1
2.4,15.7,119,108,1
3.2,21.9,169,126,1
3.5,20.8,197,145,1
2.9,16.2,140,121,1
3.6,19.8,178,145,1
4.8,28.9,223,160,1
5.4,28.3,222,155,1
5.3,24.9,265,162,1
2.7,13.1,151,129,1
1.4,8.6,79,96,1
1.6,9.5,87,92,1
1.5,7.8,88,89,1
1.0,5.2,51,61,1
0.6,2.8,34,54,1
0.4,2.3,-200,-200,1
-200.0,2.5,31,44,1
0.8,4.4,76,57,1
1.5,9.4,139,68,1
4.9,29.8,293,95,1
7.2,36.2,368,125,1
3.5,18.0,250,135,1
2.1,10.9,145,118,1
1.5,9.0,110,91,1
2.0,14.4,104,89,1
3.8,22.3,205,129,1
3.4,20.9,201,122,1
4.4,23.1,266,138,1
3.9,21.2,246,136,1
4.9,24.8,247,143,1
5.4,28.6,271,145,1
6.5,32.6,332,146,1
4.3,19.2,245,122,1
2.9,16.3,180,112,1
2.7,13.7,156,102,1
2.8,13.6,172,97,1
2.3,11.1,137,85,1
1.7,7.6,91,76,1
1.2,5.9,80,74,1
1.0,5.0,-200,-200,1
-200.0,4.0,46,56,1
0.8,4.5,68,66,1
1.7,9.3,162,90,1
3.0,18.3,213,111,1
3.4,19.9,161,103,1
3.3,16.6,209,117,1
2.7,12.6,191,116,1
2.6,12.9,215,109,1
3.2,14.9,212,116,1
3.4,17.4,202,115,1
2.6,15.4,153,94,1
3.4,16.7,185,121,1
4.0,18.0,210,114,1
4.5,19.2,215,110,1
4.2,21.0,215,122,1
5.7,26.9,281,135,1
4.4,19.5,254,133,1
3.1,15.1,189,110,1
3.0,14.6,174,102,1
3.1,13.7,167,108,1
3.5,15.2,185,110,1
2.4,9.3,129,84,1
1.6,6.5,85,71,1
1.3,6.3,-200,-200,1
-200.0,3.5,35,42,1
0.6,2.6,24,32,1
0.7,3.1,30,35,1
1.2,6.5,75,67,1
1.5,6.5,79,73,1
1.8,8.8,104,86,1
2.1,8.8,118,89,1
1.9,9.2,105,86,1
2.0,9.2,101,86,1
1.3,6.1,65,66,1
1.3,6.5,59,68,1
1.8,9.2,80,82,1
2.0,8.3,98,91,1
1.8,8.3,89,95,1
2.4,11.0,114,104,1
4.0,14.7,195,131,1
2.8,10.8,156,112,1
2.0,9.4,109,100,1
3.6,14.8,184,115,1
3.7,13.3,190,129,1
2.3,8.4,105,99,1
1.8,7.9,76,74,1
0.9,5.5,38,55,1
1.6,6.6,-200,-200,1
-200.0,3.3,26,35,1
0.6,2.6,33,37,1
0.7,3.6,57,45,1
0.8,4.8,48,46,1
1.2,5.9,87,68,1
1.4,6.9,94,77,1
1.6,8.5,89,79,1
1.3,6.1,78,72,1
1.3,6.2,72,68,1
1.1,4.8,64,64,1
1.2,6.8,70,73,1
1.5,7.0,92,84,1
1.1,5.5,69,67,1
1.9,9.5,131,106,1
2.3,11.9,144,114,1
3.3,13.8,209,123,1
2.6,10.7,170,108,1
2.2,9.7,152,100,1
2.3,10.2,171,118,1
2.0,8.3,153,121,1
1.6,7.1,97,94,1
0.8,3.0,37,52,1
0.6,2.2,26,39,1
0.4,1.7,-200,-200,1
-200.0,1.5,25,33,1
0.7,3.7,61,57,1
1.3,8.2,152,80,1
3.4,21.1,283,101,1
4.7,26.5,320,109,1
3.4,17.4,318,109,1
2.5,12.9,201,111,1
2.0,10.9,135,102,1
1.9,11.0,127,96,1
1.7,10.8,102,90,1
1.4,10.0,74,69,1
1.5,11.2,81,74,1
2.4,16.8,129,102,1
3.9,23.6,190,128,1
4.2,23.3,192,130,1
3.7,19.4,163,120,1
3.2,13.1,149,113,1
2.0,9.8,119,100,1
1.1,5.3,61,70,1
1.5,6.7,84,83,1
1.3,5.5,79,81,1
1.0,3.7,58,69,1
0.6,2.2,32,48,1
0.4,1.5,-200,-200,1
-200.0,1.5,21,28,1
0.6,2.9,49,47,1
1.9,9.9,180,88,1
4.5,23.0,302,109,1
4.3,22.3,258,113,1
3.2,16.2,192,104,1
1.3,7.9,84,65,1
2.2,12.4,128,87,1
2.6,13.6,145,99,1
2.3,12.3,132,100,1
2.4,12.1,136,105,1
2.6,12.9,140,97,1
1.2,6.3,55,54,1
1.6,10.6,67,59,1
3.9,20.6,191,109,1
4.7,22.1,227,125,1
5.4,20.8,264,132,1
3.0,11.8,196,110,1
0.9,4.3,43,53,1
1.1,5.0,58,61,1
0.7,2.3,33,41,1
0.5,1.4,14,22,1
0.5,1.5,18,28,1
0.5,1.8,-200,-200,1
-200.0,2.1,28,41,1
0.8,3.5,56,54,1
1.3,6.9,108,81,1
3.5,19.1,251,107,1
-200.0,22.0,-200,-200,1
3.9,18.9,255,124,1
2.9,13.0,214,123,1
2.6,13.0,190,120,1
3.0,14.5,182,113,1
3.7,19.7,202,114,1
3.9,19.4,224,120,1
3.5,16.4,221,125,1
2.4,11.2,126,88,1
1.6,10.0,79,72,1
3.0,14.6,137,103,1
1.6,8.5,68,67,1
2.1,9.2,96,79,1
1.8,6.9,111,89,1
1.1,3.7,56,67,1
1.5,4.9,81,83,1
1.4,4.6,79,76,1
0.9,3.4,46,58,1
0.5,1.2,19,30,1
0.4,1.0,-200,-200,1
-200.0,1.2,15,22,1
0.6,2.3,48,50,1
1.3,6.1,128,92,1
2.9,16.8,193,101,1
3.6,20.3,203,121,1
3.4,16.4,220,130,1
2.5,12.5,161,114,1
2.1,9.8,135,100,1
1.1,5.2,57,56,1
1.8,8.9,91,75,1
3.0,14.1,219,121,1
3.1,12.7,239,128,1
3.6,14.6,209,139,1
3.3,12.4,169,122,1
1.8,9.4,92,92,1
2.1,11.0,107,97,1
2.2,8.9,122,98,1
1.6,6.6,100,93,1
0.9,3.9,51,65,1
1.8,7.3,93,81,1
2.3,8.2,145,102,1
2.0,7.5,106,91,1
0.9,3.3,46,56,1
0.6,2.4,-200,-200,1
-200.0,2.2,32,41,1
0.7,2.8,51,48,1
1.5,7.5,89,72,1
3.7,19.8,214,106,1
4.2,22.1,196,107,1
3.4,15.0,224,127,1
2.4,9.3,174,114,1
1.3,6.3,90,101,1
1.5,8.2,89,95,1
2.2,10.9,132,110,1
1.8,9.3,114,101,1
1.9,8.4,107,106,1
2.3,9.4,140,116,1
3.6,17.9,187,124,1
4.3,17.4,222,133,1
2.2,10.5,117,96,1
1.5,7.5,89,85,1
2.0,8.0,130,97,1
2.0,7.7,133,97,1
2.1,7.3,144,101,1
1.5,6.4,99,85,1
2.2,5.6,102,80,1
0.5,1.5,27,33,1
-200.0,1.5,-200,-200,1
-200.0,1.2,-200,-200,1
-200.0,1.6,-200,-200,1
-200.0,2.6,-200,-200,1
-200.0,5.9,-200,-200,1
-200.0,8.5,-200,-200,1
-200.0,7.7,-200,-200,1
-200.0,6.9,-200,-200,1
-200.0,10.1,-200,-200,1
-200.0,11.1,-200,-200,1
-200.0,9.2,-200,-200,1
-200.0,4.3,-200,-200,1
-200.0,6.5,-200,-200,1
-200.0,5.4,-200,-200,1
-200.0,7.1,-200,-200,1
-200.0,9.5,-200,-200,1
-200.0,17.0,-200,-200,1
-200.0,15.4,-200,-200,1
-200.0,9.9,-200,-200,1
-200.0,9.3,-200,-200,1
-200.0,6.9,-200,-200,1
-200.0,7.1,-200,-200,1
-200.0,9.0,-200,-200,1
-200.0,8.3,-200,-200,1
-200.0,8.7,-200,-200,1
-200.0,8.4,-200,-200,1
-200.0,8.1,-200,-200,1
-200.0,5.2,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,2.6,-200,-200,1
-200.0,4.8,-200,-200,1
-200.0,4.5,-200,-200,1
-200.0,4.9,-200,-200,1
-200.0,5.8,-200,-200,1
-200.0,4.1,-200,-200,1
-200.0,4.8,-200,-200,1
-200.0,7.0,-200,-200,1
-200.0,4.8,-200,-200,1
-200.0,5.4,-200,-200,1
-200.0,6.3,-200,-200,1
-200.0,10.1,-200,-200,1
-200.0,10.2,-200,-200,1
-200.0,8.4,-200,-200,1
-200.0,8.9,-200,-200,1
-200.0,8.8,-200,-200,1
-200.0,6.5,-200,-200,1
-200.0,3.0,-200,-200,1
-200.0,1.8,-200,-200,1
-200.0,1.3,-200,-200,1
-200.0,1.8,-200,-200,1
-200.0,2.6,-200,-200,1
-200.0,9.8,-200,-200,1
-200.0,31.5,-200,-200,1
-200.0,35.2,-200,-200,1
4.4,20.2,257,117,1
2.5,13.4,178,107,1
2.1,11.7,145,95,1
2.4,13.4,137,93,1
2.2,12.9,139,104,1
2.2,13.4,130,102,1
2.3,13.7,148,109,1
2.1,14.2,120,97,1
2.5,17.8,132,104,1
3.6,22.0,188,124,1
4.0,24.4,204,135,1
3.0,16.3,167,122,1
2.1,12.4,128,109,1
1.7,9.6,106,95,1
1.1,6.4,88,86,1
0.9,6.0,77,78,1
0.4,2.8,36,53,1
0.2,1.6,28,43,1
0.2,1.6,-200,-200,1
-200.0,1.8,46,53,1
0.6,3.6,55,48,1
1.4,8.4,135,64,1
4.6,27.5,327,95,1
5.5,31.0,383,120,1
4.8,26.0,366,153,1
4.5,22.6,322,163,1
3.0,18.3,188,119,1
2.5,13.9,144,96,1
2.3,14.4,132,94,1
2.0,11.6,117,86,1
1.9,12.2,121,91,1
1.9,12.4,124,97,1
3.5,21.1,188,125,1
4.6,29.9,226,140,1
6.3,34.3,266,158,1
5.0,26.1,269,159,1
3.3,18.1,183,128,1
2.7,14.2,167,114,1
2.2,12.4,138,100,1
1.7,8.7,105,88,1
0.8,5.2,54,67,1
0.8,4.6,58,65,1
0.6,3.1,-200,-200,1
-200.0,2.7,37,47,1
0.8,4.7,84,57,1
1.5,9.6,134,73,1
4.1,23.6,279,95,1
5.9,37.4,333,110,1
5.1,26.6,336,121,1
3.9,22.0,280,108,1
3.4,17.9,275,125,1
3.3,22.7,207,117,1
5.1,29.3,305,131,1
3.1,14.7,236,126,1
2.5,12.6,183,114,1
2.4,12.7,162,123,1
2.8,13.0,157,116,1
2.9,13.4,136,107,1
3.4,14.8,166,123,1
2.2,9.4,136,112,1
1.6,6.9,112,101,1
1.3,5.2,87,91,1
1.3,5.7,86,88,1
1.6,6.5,98,96,1
1.2,4.7,62,75,1
0.6,2.5,32,47,1
0.4,1.4,-200,-200,1
-200.0,1.0,21,25,1
0.4,1.7,41,49,1
1.0,4.5,86,85,1
2.0,9.4,174,106,1
3.6,17.9,264,136,1
2.4,10.6,211,119,1
2.4,11.0,208,122,1
1.6,7.2,139,90,1
1.9,8.7,138,97,1
2.4,11.1,142,98,1
1.7,7.9,131,93,1
2.1,9.8,132,98,1
3.1,16.4,178,123,1
4.6,22.6,228,148,1
4.5,20.2,232,148,1
3.9,21.7,204,133,1
4.6,21.2,250,141,1
3.3,15.9,208,131,1
2.7,12.0,158,121,1
3.3,17.4,197,123,1
2.5,15.0,152,107,1
2.1,11.1,112,104,1
1.3,6.9,75,91,1
1.0,5.1,-200,-200,1
-200.0,6.1,74,87,1
1.2,6.5,116,102,1
1.5,8.4,118,95,1
3.7,22.8,272,140,1
-200.0,29.1,-200,-200,1
3.3,13.6,258,138,1
2.5,11.1,186,113,1
1.9,10.0,130,101,1
2.0,10.5,134,97,1
2.5,13.0,148,114,1
2.1,12.5,147,110,1
2.1,11.4,123,103,1
2.3,13.1,138,119,1
3.0,14.9,162,126,1
4.1,19.1,214,144,1
4.5,21.8,230,164,1
3.5,16.1,191,148,1
2.1,11.6,128,119,1
2.3,12.4,138,111,1
1.9,10.4,126,115,1
1.9,9.7,107,103,1
1.2,5.7,67,81,1
1.0,5.4,55,71,1
1.1,5.6,-200,-200,1
-200.0,4.4,48,58,1
0.5,2.8,33,44,1
0.6,3.9,41,49,1
1.4,9.1,106,68,1
2.6,13.6,208,108,1
2.8,15.8,193,117,1
2.6,12.7,191,127,1
1.6,8.6,113,93,1
1.7,9.4,111,94,1
1.7,9.2,106,87,1
1.3,6.4,82,75,1
1.4,8.3,79,81,1
1.4,8.1,90,86,1
1.7,8.5,104,97,1
2.3,11.0,148,117,1
2.5,12.1,158,120,1
3.3,15.0,234,149,1
2.2,10.2,163,124,1
1.6,9.9,95,97,1
2.6,12.0,146,112,1
2.3,10.5,102,95,1
1.5,7.1,90,88,1
0.9,4.6,41,54,1
0.8,4.2,-200,-200,1
-200.0,2.6,30,43,1
0.4,2.2,32,45,1
0.4,2.0,34,47,1
0.8,4.2,57,58,1
0.9,5.2,73,69,1
1.6,8.2,119,89,1
2.0,9.8,138,105,1
1.6,7.9,96,92,1
1.4,7.7,80,82,1
0.9,4.8,45,56,1
0.9,5.3,45,60,1
1.2,7.1,54,64,1
1.4,9.2,66,85,1
1.9,10.1,95,107,1
1.8,9.9,99,106,1
2.7,15.1,147,125,1
2.4,10.6,129,118,1
1.6,7.0,96,95,1
1.4,5.9,92,97,1
1.4,5.6,88,93,1
1.4,5.4,89,85,1
0.9,3.7,52,67,1
0.5,1.8,25,37,1
0.4,1.4,-200,-200,1
-200.0,1.4,28,40,1
0.5,3.5,65,75,1
1.3,7.0,132,102,1
2.6,14.4,216,113,1
2.0,8.9,180,142,1
1.8,8.6,140,90,1
1.7,8.5,141,94,1
1.5,8.3,123,92,1
1.9,10.1,129,97,1
1.7,9.1,115,88,1
1.5,8.5,104,86,1
1.7,7.7,129,99,1
1.7,9.0,138,95,1
2.4,13.4,135,105,1
3.1,15.6,163,121,1
3.4,17.8,180,125,1
3.0,12.7,170,122,1
1.2,6.4,72,81,1
1.2,7.1,69,73,1
1.3,7.4,79,80,1
1.0,5.2,53,65,1
0.4,2.4,36,59,1
0.3,2.0,30,50,1
0.2,1.2,-200,-200,1
-200.0,1.5,15,23,1
0.5,3.1,38,37,1
0.9,6.3,68,54,1
2.7,19.3,192,94,1
6.5,38.9,346,139,1
3.2,14.6,225,115,1
2.4,12.3,199,119,1
1.9,11.0,140,103,1
2.7,15.4,162,123,1
2.9,17.0,173,126,1
2.0,12.5,121,106,1
2.3,13.8,133,127,1
1.9,10.1,96,105,1
3.0,19.3,141,130,1
4.4,22.7,221,160,1
4.7,25.5,232,162,1
3.4,15.8,174,135,1
2.4,12.3,138,122,1
1.2,8.7,65,75,1
1.7,8.3,107,96,1
1.2,7.7,70,84,1
0.7,4.2,44,68,1
0.5,3.0,41,65,1
0.3,1.8,-200,-200,1
-200.0,2.2,33,52,1
0.3,2.2,32,46,1
0.7,5.7,46,54,1
3.1,20.9,173,94,1
6.2,36.7,320,155,1
4.6,22.0,294,165,1
2.6,13.4,182,134,1
2.1,11.5,154,122,1
2.0,13.4,118,113,1
2.2,15.2,116,115,1
2.1,13.0,121,118,1
2.3,14.0,116,125,1
2.5,15.5,144,135,1
3.4,19.3,176,149,1
4.3,21.9,214,162,1
3.8,21.1,191,151,1
3.8,18.4,205,154,1
2.0,9.3,110,118,1
1.7,9.0,95,103,1
2.0,9.6,126,122,1
1.5,8.2,90,102,1
0.8,5.8,48,73,1
0.5,3.1,38,59,1
0.3,1.7,-200,-200,1
-200.0,1.6,14,26,1
0.3,2.3,26,35,1
0.9,6.6,83,68,1
2.8,19.6,188,97,1
5.4,32.9,253,146,1
4.0,18.1,149,83,1
2.2,12.4,155,117,1
2.2,12.5,146,117,1
2.0,12.0,121,108,1
2.0,13.3,111,107,1
1.9,12.3,116,120,1
2.7,16.0,167,150,1
2.2,13.7,145,138,1
3.5,21.7,192,148,1
4.1,23.7,231,168,1
4.4,22.1,248,172,1
4.5,20.6,267,179,1
2.9,13.4,181,143,1
2.6,12.8,163,137,1
2.1,12.3,141,117,1
1.2,6.8,78,93,1
0.6,3.8,42,64,1
0.3,2.5,35,58,1
0.3,2.7,-200,-200,1
-200.0,2.8,33,47,1
0.3,2.6,38,47,1
0.7,7.0,65,62,1
4.2,26.2,296,113,1
4.8,28.2,303,126,1
3.4,20.2,244,139,1
2.8,17.1,216,148,1
1.8,11.2,137,117,1
1.9,11.6,120,106,1
2.0,13.2,100,98,1
1.9,12.7,103,98,1
2.0,13.0,123,110,1
2.3,13.5,136,114,1
2.7,10.2,158,122,1
3.6,20.1,216,155,1
3.8,19.1,211,145,1
3.5,17.5,202,146,1
2.5,13.8,147,130,1
2.5,13.3,160,126,1
3.0,14.8,162,127,1
3.7,18.0,194,126,1
3.3,16.0,167,124,1
1.5,9.7,91,93,1
0.7,6.2,-200,-200,1
-200.0,4.0,42,58,1
0.5,3.6,50,59,1
0.5,4.6,61,66,1
1.2,9.2,107,80,1
2.2,14.6,139,94,1
2.2,11.7,165,102,1
2.1,11.0,139,96,1
1.8,11.6,113,91,1
2.2,12.9,138,104,1
2.0,12.6,104,84,1
1.4,8.3,78,76,1
1.8,10.5,97,87,1
2.1,11.7,115,101,1
2.8,15.8,152,115,1
2.8,13.9,157,110,1
2.7,15.7,132,103,1
1.8,10.9,98,90,1
1.2,6.4,65,68,1
2.6,12.7,101,85,1
3.1,15.3,134,100,1
4.1,20.5,177,114,1
3.6,15.9,179,108,1
1.9,10.4,105,78,1
1.9,12.6,-200,-200,1
-200.0,4.9,49,55,1
0.3,2.1,27,37,1
0.4,2.2,41,53,1
0.8,4.0,78,79,1
0.8,4.3,68,65,1
0.8,3.8,64,64,1
0.8,4.1,67,66,1
0.9,4.5,54,53,1
1.2,5.3,67,69,1
1.0,4.2,51,57,1
0.8,3.3,28,36,1
1.1,4.9,51,57,1
1.5,6.1,77,73,1
1.5,6.9,93,81,1
1.4,6.8,94,91,1
1.1,5.8,69,65,1
0.9,5.5,57,56,1
1.0,6.1,74,69,1
1.1,6.0,75,73,1
1.0,4.2,73,76,1
0.7,4.1,56,67,1
0.5,2.4,31,44,1
0.2,1.0,13,21,1
-200.0,0.6,-200,-200,1
-200.0,0.5,14,19,1
0.1,0.7,23,29,1
0.5,2.8,72,69,1
1.6,7.8,165,111,1
2.0,9.7,118,81,1
1.3,6.9,85,56,1
1.0,5.8,116,90,1
0.9,5.5,112,85,1
1.2,6.8,100,83,1
1.3,7.2,109,85,1
1.1,6.9,111,85,1
1.2,7.5,109,81,1
1.4,7.7,114,92,1
2.0,12.0,139,108,1
2.4,13.5,157,106,1
2.1,12.0,147,114,1
1.2,6.7,102,96,1
0.7,4.8,73,77,1
0.7,4.8,65,73,1
0.8,5.0,76,86,1
0.5,4.3,65,84,1
0.2,2.7,41,56,1
-200.0,0.9,17,31,1
-200.0,1.2,-200,-200,1
-200.0,0.9,19,30,1
0.1,1.7,45,51,1
0.2,2.6,40,45,1
1.1,8.8,101,82,1
3.0,22.2,183,100,1
2.1,15.3,149,91,1
2.6,14.0,207,130,1
3.2,18.5,289,155,1
2.1,13.5,159,114,1
2.2,15.8,162,127,1
2.4,18.5,173,138,1
-200.0,12.6,-200,-200,1
-200.0,12.0,-200,-200,1
-200.0,15.4,-200,-200,1
-200.0,24.9,-200,-200,1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
-200.0,-200.0,-200,-200,-1
4.0,40.2,-200,-200,1
2.2,14.9,188,136,1
1.8,13.8,159,135,1
1.6,12.3,146,115,1
1.8,14.0,127,112,1
1.6,11.8,128,112,1
1.6,12.0,120,109,1
1.3,9.7,115,112,1
-200.0,18.0,-200,-200,1
-200.0,22.6,-200,-200,1
-200.0,22.7,-200,-200,1
-200.0,20.3,-200,-200,1
-200.0,13.1,-200,-200,1
-200.0,10.9,-200,-200,1
-200.0,13.3,-200,-200,1
-200.0,9.5,-200,-200,1
-200.0,6.6,-200,-200,1
-200.0,3.6,-200,-200,1
-200.0,2.3,-200,-200,1
-200.0,2.0,-200,-200,1
-200.0,4.1,-200,-200,1
-200.0,6.5,-200,-200,1
-200.0,24.8,-200,-200,1
-200.0,34.4,-200,-200,1
-200.0,24.5,-200,-200,1
-200.0,9.0,-200,-200,1
-200.0,8.4,-200,-200,1
-200.0,11.5,-200,-200,1
-200.0,12.1,-200,-200,1
-200.0,10.1,-200,-200,1
-200.0,11.9,-200,-200,1
-200.0,11.3,-200,-200,1
-200.0,20.2,-200,-200,1
-200.0,24.8,-200,-200,1
-200.0,20.3,-200,-200,1
-200.0,16.2,-200,-200,1
-200.0,13.3,-200,-200,1
-200.0,10.3,-200,-200,1
-200.0,9.6,-200,-200,1
-200.0,7.8,-200,-200,1
-200.0,6.1,-200,-200,1
-200.0,6.2,-200,-200,1
-200.0,3.8,-200,-200,1
-200.0,2.8,-200,-200,1
-200.0,3.4,-200,-200,1
-200.0,8.2,-200,-200,1
-200.0,19.2,-200,-200,1
-200.0,22.6,-200,-200,1
-200.0,19.4,-200,-200,1
-200.0,9.6,-200,-200,1
-200.0,9.8,-200,-200,1
-200.0,14.4,-200,-200,1
-200.0,12.1,-200,-200,1
-200.0,13.5,-200,-200,1
1.7,12.3,133,115,1
1.7,12.2,131,117,1
2.1,12.5,133,105,1
2.2,13.9,141,114,1
1.8,11.4,112,103,1
1.8,10.4,147,119,1
0.9,7.0,104,102,1
1.0,7.0,97,96,1
2.0,11.3,128,109,1
1.8,9.2,138,119,1
